Table,Variable,Frequency,Dimensions,Standard Name,Long Name,Comment,Modeling Realm,Units,Positive,Cell Methods,Cell Measures
CF3hr,reffclic,3hrPt,longitude latitude alevel time1,effective_radius_of_convective_cloud_ice_particles,Hydrometeor Effective Radius of Convective Cloud Ice,This is defined as the in-cloud ratio of the third moment over the second moment of the particle size distribution (obtained by considering only the cloudy portion of the grid cell).,atmos,m,,area: mean time: point,area: areacella
CF3hr,reffclis,3hrPt,longitude latitude alevel time1,effective_radius_of_stratiform_cloud_ice_particles,Hydrometeor Effective Radius of Stratiform Cloud Ice,This is defined as the in-cloud ratio of the third moment over the second moment of the particle size distribution (obtained by considering only the cloudy portion of the grid cell).,atmos,m,,area: mean time: point,area: areacella
CF3hr,reffclwc,3hrPt,longitude latitude alevel time1,effective_radius_of_convective_cloud_liquid_water_particles,Convective Cloud Liquid Droplet Effective Radius,"Droplets are liquid.  The effective radius is defined as the ratio of the third moment over the second moment of the particle size distribution and the time-mean should be calculated, weighting the individual samples by the cloudy fraction of the grid cell.",atmos,m,,area: mean time: point,area: areacella
CF3hr,reffclws,3hrPt,longitude latitude alevel time1,effective_radius_of_stratiform_cloud_liquid_water_particles,Stratiform Cloud Liquid Droplet Effective Radius,"Droplets are liquid.  The effective radius is defined as the ratio of the third moment over the second moment of the particle size distribution and the time-mean should be calculated, weighting the individual samples by the cloudy fraction of the grid cell.",atmos,m,,area: mean time: point,area: areacella
CF3hr,reffgrpls,3hrPt,longitude latitude alevel time1,effective_radius_of_stratiform_cloud_graupel_particles,Hydrometeor Effective Radius of Stratiform Graupel,This is defined as the in-cloud ratio of the third moment over the second moment of the particle size distribution (obtained by considering only the cloudy portion of the grid cell).,atmos,m,,area: mean time: point,area: areacella
CF3hr,reffrainc,3hrPt,longitude latitude alevel time1,effective_radius_of_convective_cloud_rain_particles,Hydrometeor Effective Radius of Convective Rainfall,This is defined as the in-cloud ratio of the third moment over the second moment of the particle size distribution (obtained by considering only the cloudy portion of the grid cell).,atmos,m,,area: mean time: point,area: areacella
CF3hr,reffrains,3hrPt,longitude latitude alevel time1,effective_radius_of_stratiform_cloud_rain_particles,Hydrometeor Effective Radius of Stratiform Rainfall,This is defined as the in-cloud ratio of the third moment over the second moment of the particle size distribution (obtained by considering only the cloudy portion of the grid cell).,atmos,m,,area: mean time: point,area: areacella
CF3hr,reffsnowc,3hrPt,longitude latitude alevel time1,effective_radius_of_convective_cloud_snow_particles,Hydrometeor Effective Radius of Convective Snowfall,This is defined as the in-cloud ratio of the third moment over the second moment of the particle size distribution (obtained by considering only the cloudy portion of the grid cell).,atmos,m,,area: mean time: point,area: areacella
CF3hr,reffsnows,3hrPt,longitude latitude alevel time1,effective_radius_of_stratiform_cloud_snow_particles,Hydrometeor Effective Radius of Stratiform Snowfall,This is defined as the in-cloud ratio of the third moment over the second moment of the particle size distribution (obtained by considering only the cloudy portion of the grid cell).,atmos,m,,area: mean time: point,area: areacella
CF3hr,rlds,3hrPt,longitude latitude time1,surface_downwelling_longwave_flux_in_air,Surface Downwelling Longwave Radiation,"The surface called 'surface' means the lower boundary of the atmosphere. 'longwave' means longwave radiation. Downwelling radiation is radiation from above. It does not mean 'net downward'. When thought of as being incident on a surface, a radiative flux is sometimes called 'irradiance'. In addition, it is identical with the quantity measured by a cosine-collector light-meter and sometimes called 'vector irradiance'. In accordance with common usage in geophysical disciplines, 'flux' implies per unit area, called 'flux density' in physics.",atmos,W m-2,down,area: mean time: point,area: areacella
CF3hr,rldscs,3hrPt,longitude latitude time1,surface_downwelling_longwave_flux_in_air_assuming_clear_sky,Surface Downwelling Clear-Sky Longwave Radiation,Surface downwelling clear-sky longwave radiation,atmos,W m-2,down,area: mean time: point,area: areacella
CF3hr,rlus,3hrPt,longitude latitude time1,surface_upwelling_longwave_flux_in_air,Surface Upwelling Longwave Radiation,"The surface called 'surface' means the lower boundary of the atmosphere. 'longwave' means longwave radiation. Upwelling radiation is radiation from below. It does not mean 'net upward'. When thought of as being incident on a surface, a radiative flux is sometimes called 'irradiance'. In addition, it is identical with the quantity measured by a cosine-collector light-meter and sometimes called 'vector irradiance'. In accordance with common usage in geophysical disciplines, 'flux' implies per unit area, called 'flux density' in physics.",atmos,W m-2,up,area: mean time: point,area: areacella
CF3hr,rlut,3hrPt,longitude latitude time1,toa_outgoing_longwave_flux,TOA Outgoing Longwave Radiation,at the top of the atmosphere (to be compared with satellite measurements),atmos,W m-2,up,area: mean time: point,area: areacella
CF3hr,rlutcs,3hrPt,longitude latitude time1,toa_outgoing_longwave_flux_assuming_clear_sky,TOA Outgoing Clear-Sky Longwave Radiation,Upwelling clear-sky longwave radiation at top of atmosphere,atmos,W m-2,up,area: mean time: point,area: areacella
CF3hr,rsds,3hrPt,longitude latitude time1,surface_downwelling_shortwave_flux_in_air,Surface Downwelling Shortwave Radiation,Surface solar irradiance for UV calculations.,atmos,W m-2,down,area: mean time: point,area: areacella
CF3hr,rsdscs,3hrPt,longitude latitude time1,surface_downwelling_shortwave_flux_in_air_assuming_clear_sky,Surface Downwelling Clear-Sky Shortwave Radiation,Surface solar irradiance clear sky for UV calculations,atmos,W m-2,down,area: mean time: point,area: areacella
CF3hr,rsdt,3hrPt,longitude latitude time1,toa_incoming_shortwave_flux,TOA Incident Shortwave Radiation,Shortwave radiation incident at the top of the atmosphere,atmos,W m-2,down,area: mean time: point,area: areacella
CF3hr,rsus,3hrPt,longitude latitude time1,surface_upwelling_shortwave_flux_in_air,Surface Upwelling Shortwave Radiation,"The surface called 'surface' means the lower boundary of the atmosphere. 'shortwave' means shortwave radiation. Upwelling radiation is radiation from below. It does not mean 'net upward'. When thought of as being incident on a surface, a radiative flux is sometimes called 'irradiance'. In addition, it is identical with the quantity measured by a cosine-collector light-meter and sometimes called 'vector irradiance'. In accordance with common usage in geophysical disciplines, 'flux' implies per unit area, called 'flux density' in physics.",atmos,W m-2,up,area: mean time: point,area: areacella
CF3hr,rsuscs,3hrPt,longitude latitude time1,surface_upwelling_shortwave_flux_in_air_assuming_clear_sky,Surface Upwelling Clear-Sky Shortwave Radiation,Surface Upwelling Clear-sky Shortwave Radiation,atmos,W m-2,up,area: mean time: point,area: areacella
CF3hr,rsut,3hrPt,longitude latitude time1,toa_outgoing_shortwave_flux,TOA Outgoing Shortwave Radiation,at the top of the atmosphere,atmos,W m-2,up,area: mean time: point,area: areacella
CF3hr,rsutcs,3hrPt,longitude latitude time1,toa_outgoing_shortwave_flux_assuming_clear_sky,TOA Outgoing Clear-Sky Shortwave Radiation,Calculated in the absence of clouds.,atmos,W m-2,up,area: mean time: point,area: areacella
CF3hr,rtmt,3hrPt,longitude latitude time1,net_downward_radiative_flux_at_top_of_atmosphere_model,Net Downward Radiative Flux at Top of Model,"Net Downward Radiative Flux at Top of Model : I.e., at the top of that portion of the atmosphere where dynamics are explicitly treated by the model. This is reported only if it differs from the net downward radiative flux at the top of the atmosphere.",atmos,W m-2,down,area: mean time: point,area: areacella
CF3hr,sbl,3hrPt,longitude latitude time1,tendency_of_atmosphere_mass_content_of_water_vapor_due_to_sublimation_of_surface_snow_and_ice,Surface Snow and Ice Sublimation Flux,The snow and ice sublimation flux is the loss of snow and ice mass per unit area from the surface resulting from their direct conversion to water vapor that enters the atmosphere.,landIce,kg m-2 s-1,,area: mean time: point,area: areacella
CF3hr,sci,3hrPt,longitude latitude time1,shallow_convection_time_fraction,Fraction of Time Shallow Convection Occurs,Fraction of time that shallow convection occurs in the grid cell.,atmos,1,,area: mean time: point,area: areacella
CF3hr,sfcWind,3hrPt,longitude latitude time1 height10m,wind_speed,Near-Surface Wind Speed,"near-surface (usually, 10 meters) wind speed.",atmos,m s-1,,area: mean time: point,area: areacella
CF3hr,ta,3hrPt,longitude latitude alevel time1,air_temperature,Air Temperature,Air Temperature,atmos,K,,area: mean time: point,area: areacella
CF3hr,tauu,3hrPt,longitude latitude time1,surface_downward_eastward_stress,Surface Downward Eastward Wind Stress,Downward eastward wind stress at the surface,atmos,Pa,down,area: mean time: point,area: areacella
CF3hr,tauv,3hrPt,longitude latitude time1,surface_downward_northward_stress,Surface Downward Northward Wind Stress,Downward northward wind stress at the surface,atmos,Pa,down,area: mean time: point,area: areacella
CF3hr,ts,3hrPt,longitude latitude time1,surface_temperature,Surface Temperature,Temperature of the lower boundary of the atmosphere,atmos,K,,area: mean time: point,area: areacella
CF3hr,zfull,3hrPt,longitude latitude alevel time1,height_above_reference_ellipsoid,Altitude of Model Full-Levels,"Height of full model levels above a reference ellipsoid. A reference ellipsoid is a mathematical figure that approximates the geoid. The geoid is a surface of constant geopotential with which mean sea level would coincide if the ocean were at rest. The ellipsoid is an approximation because the geoid is an irregular shape. A number of reference ellipsoids are defined for use in the field of geodesy. To specify which reference ellipsoid is being used, a grid_mapping variable should be attached to the data variable as described in Chapter 5.6 of the CF Convention.",atmos,m,,area: mean time: point,area: areacella
CF3hr,zhalf,3hrPt,longitude latitude alevhalf time1,height_above_reference_ellipsoid,Altitude of Model Half-Levels,"Height of model half-levels above a reference ellipsoid. A reference ellipsoid is a mathematical figure that approximates the geoid. The geoid is a surface of constant geopotential with which mean sea level would coincide if the ocean were at rest. The ellipsoid is an approximation because the geoid is an irregular shape. A number of reference ellipsoids are defined for use in the field of geodesy. To specify which reference ellipsoid is being used, a grid_mapping variable should be attached to the data variable as described in Chapter 5.6 of the CF Convention.",atmos,m,,area: mean time: point,area: areacella
Oday,chlos,day,longitude latitude time,mass_concentration_of_phytoplankton_expressed_as_chlorophyll_in_sea_water,Surface Mass Concentration of Total Phytoplankton Expressed as Chlorophyll in Sea Water,"Sum of chlorophyll from all phytoplankton group concentrations at the sea surface.  In most models this is equal to chldiat+chlmisc, that is the sum of 'Diatom Chlorophyll Mass Concentration' plus 'Other Phytoplankton Chlorophyll Mass Concentration'",ocnBgchem,kg m-3,,area: mean where sea time: mean,area: areacello
Oday,omldamax,day,longitude latitude time,ocean_mixed_layer_thickness_defined_by_mixing_scheme,Mean Daily Maximum Ocean Mixed Layer Thickness Defined by Mixing Scheme,"The ocean mixed layer is the upper part of the ocean, regarded as being well-mixed. The base of the mixed layer defined by the mixing scheme is a diagnostic of ocean models. 'Thickness' means the vertical extent of a layer.",ocean,m,,area: mean time: maximum,area: areacello
Oday,phycos,day,longitude latitude time,mole_concentration_of_phytoplankton_expressed_as_carbon_in_sea_water,Sea Surface Phytoplankton Carbon Concentration,sum of phytoplankton organic carbon component concentrations at the sea surface,ocnBgchem,mol m-3,,area: mean where sea time: mean,area: areacello
